0.00109083	    0.286731 -4.90113e-12     0.662709	        0 -0.785398        -0  -2.18166        -0   1.39626        -0
0.00209083	   0.286615 2.97305e-05    0.662835	   1e-06 -0.78512  4.9e-05 -2.18088  7.1e-05  1.39457  4.9e-05
0.00309083	   0.286615 2.97305e-05    0.662835	   1e-06 -0.78512  4.9e-05 -2.18088  7.1e-05  1.39457  4.9e-05
0.00409083	   0.285822 0.000259459     0.66378	  1.5e-05 -0.782986  0.000428  -2.17508  0.000598   1.38244  0.000403
0.00509083	   0.285822 0.000259459     0.66378	  1.5e-05 -0.782986  0.000428  -2.17508  0.000598   1.38244  0.000403
0.00609083	   0.285228 0.000451927    0.664558	 2.8e-05 -0.78119 0.000746 -2.17038 0.001029  1.37297 0.000685
0.00709083	   0.283871 0.000970782    0.666608	 7.1e-05 -0.77631 0.001603 -2.15825  0.00215  1.34968 0.001396
0.00809083	   0.283871 0.000970782    0.666608	 7.1e-05 -0.77631 0.001603 -2.15825  0.00215  1.34968 0.001396
0.00909083	   0.28316 0.00129086   0.667844	 0.000102 -0.773286  0.002132  -2.15107  0.002815   1.33654  0.001806
0.0100908	    0.2818 0.00203237   0.670643	 0.000184 -0.766218  0.003359  -2.13504  0.004289   1.30871  0.002684
0.0110908	    0.2818 0.00203237   0.670643	 0.000184 -0.766218  0.003359  -2.13504  0.004289   1.30871  0.002684
0.012146	  0.281169 0.00244933   0.672182	 0.000236 -0.762219   0.00405  -2.12634   0.00508   1.29432   0.00314
0.013146	  0.280587 0.00289313   0.673793	 0.000296 -0.757943  0.004786  -2.11727  0.005895    1.2798  0.003599
0.014146	  0.280054 0.00336318   0.675473	 0.000364 -0.753399  0.005567  -2.10785  0.006728   1.26518  0.004059
0.015146	  0.279572 0.00385677   0.677211	  0.00044 -0.748606  0.006388  -2.09814  0.007574   1.25053  0.004515
0.016146	  0.279145 0.00437306   0.678999	 0.000525 -0.743581  0.007248  -2.08817  0.008427   1.23591  0.004965
0.017146	  0.278774 0.00491046   0.680828	 0.000619 -0.738341  0.008145  -2.07796  0.009281   1.22135  0.005405
0.018146	  0.278459 0.00546631    0.68269	 0.000721 -0.732901  0.009075  -2.06757  0.010131   1.20688  0.005833
0.019146	  0.278199 0.00604044   0.684578	 0.000833 -0.727277  0.010037    -2.057  0.010975   1.19252  0.006247
0.020146	  0.277993 0.00663162   0.686486	 0.000955 -0.721481   0.01103  -2.04628  0.011807   1.17829  0.006645
0.021146	  0.277841 0.00723832   0.688407	 0.001087 -0.715525  0.012051  -2.03544  0.012626    1.1642  0.007027
0.022146	  0.277739 0.00785991   0.690336	 0.001228 -0.709428    0.0131   -2.0245   0.01343   1.15025  0.007392
0.023146	  0.277686 0.00849499   0.692267	  0.00138 -0.703201  0.014174  -2.01348  0.014215   1.13645   0.00774
0.024146	   0.27768 0.00914364   0.694197	 0.001542 -0.696848  0.015274  -2.00239  0.014981   1.12279  0.008069
0.025146	   0.27772 0.00980501   0.696124	 0.001715 -0.690378  0.016398  -1.99123  0.015727   1.10928  0.008381
0.026146	 0.277804 0.0104786  0.698043	 0.001899 -0.683802  0.017546  -1.98002   0.01645   1.09591  0.008676
0.027146	  0.27793 0.0111633  0.699951	 0.002093 -0.677127  0.018716  -1.96877  0.017152   1.08269  0.008953
0.028146	 0.278097 0.0118591  0.701845	 0.002299 -0.670362  0.019908   -1.9575   0.01783   1.06961  0.009213
0.029146	 0.278303 0.0125654  0.703723	 0.002516 -0.663515  0.021121  -1.94621  0.018485   1.05667  0.009456
0.030146	 0.278545 0.0132813  0.705581	 0.002744 -0.656594  0.022354  -1.93492  0.019116   1.04387  0.009684
0.0315524	 0.278823 0.0140071  0.707417	 0.002984 -0.649604  0.023607  -1.92362  0.019723    1.0312  0.009897
0.0325524	 0.279134 0.0147418  0.709229	 0.003235 -0.642556  0.024879  -1.91235  0.020307   1.01868  0.010095
0.0335524	 0.279475 0.0154846  0.711014	 0.003499 -0.635459  0.026167  -1.90109  0.020868   1.00628  0.010281
0.0345524	 0.279847 0.0162357   0.71277	 0.003774 -0.628316  0.027473  -1.88987  0.021407  0.994015  0.010455
0.0355524	 0.280246 0.0169946  0.714497	 0.004062 -0.621134  0.028795  -1.87869  0.021923  0.981879  0.010617
0.0365524	0.280673  0.01776 0.716192	 0.004361 -0.613916  0.030132  -1.86755  0.022417  0.969869  0.010768
0.0375524	 0.281125 0.0185329  0.717857	 0.004674 -0.606668  0.031484  -1.85645  0.022889  0.957985  0.010908
0.0385524	 0.281602 0.0193122  0.719488	 0.004998 -0.599393  0.032851  -1.84541   0.02334  0.946223  0.011037
0.0395524	 0.282103 0.0200979  0.721087	 0.005336 -0.592095  0.034231  -1.83442   0.02377  0.934583  0.011157
0.0405524	 0.282627 0.0208895  0.722651	 0.005686 -0.584778  0.035625  -1.82349  0.024179  0.923063  0.011267
0.0415524	 0.283173 0.0216865  0.724181	 0.006049 -0.577445  0.037031  -1.81263  0.024568  0.911661  0.011368
0.0425524	 0.283739 0.0224891  0.725676	 0.006426 -0.570099  0.038449  -1.80183  0.024937  0.900376   0.01146
0.0435524	 0.284327 0.0232965  0.727136	 0.006815 -0.562742  0.039879  -1.79109  0.025286  0.889207  0.011544
0.0445524	 0.284933 0.0241085   0.72856	 0.007218 -0.555379  0.041319  -1.78043  0.025617  0.878152   0.01162
0.0458653	 0.285558 0.0249255  0.729949	 0.007635 -0.548011   0.04277  -1.76984   0.02593  0.867209  0.011688
0.0468652	 0.286201 0.0257465  0.731301	 0.008065 -0.540641  0.044231  -1.75933  0.026224  0.856378   0.01175
0.0478652	  0.28686 0.0265713  0.732617	 0.008509 -0.533272    0.0457   -1.7489  0.026503  0.845655  0.011805
0.0488652	 0.287535 0.0273994  0.733897	 0.008967 -0.525908  0.047177  -1.73855  0.026764  0.835041  0.011855
0.0498652	 0.288225 0.0282314   0.73514	 0.00944 -0.51855 0.048662 -1.72828 0.027011 0.824534 0.011898
0.0508653	 0.288929 0.0290658  0.736347	0.009926  -0.5112 0.050153  -1.7181 0.027243 0.814132 0.011937
0.0518653	 0.289648 0.0299034  0.737518	0.010427 -0.50386 0.051651   -1.708  0.02746 0.803834 0.011971
0.0528653	 0.290379 0.0307431  0.738654	 0.010942 -0.496533  0.053154  -1.69799  0.027663  0.793639     0.012
0.0538653	 0.291122 0.0315853  0.739753	 0.011473 -0.489218  0.054661  -1.68806  0.027854  0.783546  0.012024
0.0548652	 0.291878 0.0324292  0.740817	 0.012017 -0.481919  0.056173  -1.67823  0.028032  0.773554  0.012044
0.0558652	 0.292645 0.0332751  0.741845	 0.012577 -0.474637  0.057688  -1.66849  0.028198  0.763661   0.01206
0.0568652	 0.293422 0.0341227  0.742839	 0.013152 -0.467373  0.059206  -1.65884  0.028353  0.753867  0.012073
0.0578653	  0.29421 0.0349714  0.743797	 0.013742 -0.460128  0.060726  -1.64927  0.028497   0.74417  0.012082
0.0588653	 0.295007 0.0358216  0.744721	 0.014347 -0.452904  0.062248   -1.6398  0.028632  0.734569  0.012087
0.0598653	 0.295814 0.0366723  0.745612	 0.014968 -0.445702   0.06377  -1.63043  0.028756  0.725064  0.012089
0.0608653	 0.296629 0.0375237  0.746469	 0.015604 -0.438523  0.065292  -1.62114  0.028872  0.715652  0.012088
0.0618652	 0.297452 0.0383757  0.747292	 0.016255 -0.431368  0.066814  -1.61195   0.02898  0.706334  0.012084
0.0628652	 0.298283 0.0392275  0.748082	 0.016922 -0.424238  0.068334  -1.60285  0.029079  0.697108  0.012077
0.0638652	 0.299122 0.0400802   0.74884	 0.017605 -0.417133  0.069853  -1.59385  0.029172  0.687973  0.012068
0.0648652	 0.299967 0.0409318  0.749566	 0.018303 -0.410055  0.071368  -1.58494  0.029258  0.678928  0.012056
0.0658653	 0.300819 0.0417837   0.75026	 0.019017 -0.403005  0.072881  -1.57612  0.029338  0.669972  0.012041
0.0668653	 0.301677 0.0426351  0.750924	 0.019747 -0.395983   0.07439  -1.56739  0.029412  0.661105  0.012024
0.0678653	 0.302541 0.0434862  0.751556	 0.020493 -0.388989  0.075895  -1.55876  0.029481  0.652325  0.012004
0.0688653	  0.30341 0.0443363  0.752158	 0.021254 -0.382025  0.077395  -1.55022  0.029546  0.643631  0.011982
0.0698653	 0.304284 0.0451854  0.752731	 0.022031 -0.375091  0.078889  -1.54177  0.029607  0.635023  0.011958
0.0708653	 0.305162 0.0460335  0.753274	 0.022824 -0.368188  0.080377  -1.53342  0.029664  0.626499  0.011931
0.0718653	 0.306045 0.0468803  0.753788	 0.023633 -0.361316  0.081858  -1.52515  0.029718  0.618059  0.011902
0.0728653	0.306932 0.047726 0.754275	 0.024458 -0.354475  0.083332  -1.51698  0.029769  0.609702  0.011871
0.0738652	0.307823  0.04857 0.754733	 0.025298 -0.347667  0.084798   -1.5089  0.029818  0.601427  0.011837
0.0748652	 0.308718 0.0494121  0.755164	0.026153 -0.34089 0.086255 -1.50091 0.029866 0.593233 0.011802
0.0758652	 0.309615 0.0502528  0.755568	 0.027024 -0.334147  0.087704  -1.49301  0.029912  0.585119  0.011764
0.0768652	 0.310515 0.0510921  0.755946	 0.027911 -0.327437  0.089144   -1.4852  0.029957  0.577085  0.011723
0.0778652	 0.311418 0.0519287  0.756298	0.028812 -0.32076 0.090573 -1.47747 0.030002  0.56913 0.011681
0.0788652	0.312323 0.052764 0.756624	 0.029729 -0.314117  0.091993  -1.46984  0.030047  0.561252  0.011636
0.0798652	 0.313231 0.0535967  0.756926	 0.030661 -0.307508  0.093401  -1.46229  0.030092  0.553452  0.011589
0.0808652	  0.31414 0.0544273  0.757203	 0.031607 -0.300933  0.094799  -1.45483  0.030137  0.545728  0.011539
0.0818653	 0.315051 0.0552556  0.757456	 0.032568 -0.294393  0.096185  -1.44746  0.030183  0.538079  0.011487
0.0828653	 0.315963 0.0560817  0.757685	 0.033544 -0.287887  0.097559  -1.44017  0.030231  0.530506  0.011433
0.0838653	 0.316877 0.0569054  0.757892	 0.034533 -0.281416  0.098922  -1.43297   0.03028  0.523006  0.011376
0.0848653	 0.317791 0.0577262  0.758075	 0.035537 -0.274981  0.100271  -1.42585   0.03033   0.51558  0.011317
0.0858653	 0.318707 0.0585447  0.758237	0.036554 -0.26858 0.101608 -1.41881 0.030383 0.508226 0.011255
0.0868653	0.319623  0.05936 0.758377	 0.037584 -0.262215  0.102931  -1.41186  0.030438  0.500945  0.011191
0.0878653	 0.320539 0.0601731  0.758496	 0.038628 -0.255886  0.104241  -1.40499  0.030496  0.493734  0.011124
