0.00110921	        0 -0.785398        -0  -2.18166        -0   1.39626        -0
0.00210921	    1e-06 -0.785398     1e-06  -2.18166     1e-06   1.39626   1.2e-05
0.00310921	    5e-06 -0.785398     2e-06  -2.18166     4e-06   1.39626   4.7e-05
0.00410921	    1e-05 -0.785398     5e-06  -2.18166     9e-06   1.39626  0.000105
0.00510921	  1.9e-05 -0.785398     8e-06  -2.18166   1.5e-05   1.39626  0.000187
0.00610921	  2.9e-05 -0.785398   1.3e-05  -2.18166   2.2e-05   1.39626  0.000292
0.00710921	  4.1e-05 -0.785398   1.8e-05  -2.18166   3.1e-05   1.39626   0.00042
0.00810921	  5.6e-05 -0.785398   2.5e-05  -2.18166   4.1e-05   1.39626  0.000572
0.00910921	  7.2e-05 -0.785398   3.2e-05  -2.18166   5.1e-05   1.39626  0.000746
0.0101092	  9.1e-05 -0.785398     4e-05  -2.18166   6.2e-05   1.39626  0.000943
0.0111092	 0.000112 -0.785398   4.9e-05  -2.18166   7.4e-05   1.39626  0.001163
0.0121092	 0.000134 -0.785398   5.9e-05  -2.18166   8.7e-05   1.39626  0.001405
0.0131092	 0.000159 -0.785398     7e-05  -2.18166    0.0001   1.39626   0.00167
0.0141092	 0.000185 -0.785398   8.2e-05  -2.18166  0.000113   1.39626  0.001958
0.0151092	 0.000213 -0.785398   9.5e-05  -2.18166  0.000127   1.39626  0.002268
0.0161092	 0.000242 -0.785398  0.000108  -2.18166  0.000141   1.39626    0.0026
0.0171092	 0.000273 -0.785398  0.000122  -2.18166  0.000155   1.39626  0.002955
0.0181092	 0.000306 -0.785398  0.000137  -2.18166   0.00017   1.39626  0.003332
0.0191092	  0.00034 -0.785398  0.000153  -2.18166  0.000185   1.39626  0.003731
0.0201092	 0.000376 -0.785398   0.00017  -2.18166    0.0002   1.39626  0.004151
0.0211092	 0.000413 -0.785398  0.000187  -2.18166  0.000215   1.39626  0.004594
0.0221092	 0.000451 -0.785398  0.000206  -2.18166   0.00023   1.39626  0.005058
0.0231092	 0.000491 -0.785398  0.000225  -2.18166  0.000245   1.39626  0.005543
0.0241092	 0.000532 -0.785398  0.000245  -2.18166  0.000261   1.39626   0.00605
0.0251092	 0.000574 -0.785398  0.000265  -2.18166  0.000276   1.39626  0.006579
0.0261092	 0.000618 -0.785398  0.000286  -2.18166  0.000292   1.39626  0.007128
0.0271092	 0.000662 -0.785398  0.000309  -2.18166  0.000307   1.39626  0.007699
0.0281092	 0.000708 -0.785398  0.000331  -2.18166  0.000322   1.39626   0.00829
0.0291092	 0.000754 -0.785398  0.000355  -2.18166  0.000337   1.39626  0.008902
0.0301092	 0.000801 -0.785398  0.000379  -2.18166  0.000353   1.39626  0.009534
0.0311092	  0.00085 -0.785398  0.000404  -2.18166  0.000368   1.39626  0.010187
0.0321092	 0.000899 -0.785398  0.000429  -2.18166  0.000383   1.39626   0.01086
0.0331092	 0.000949 -0.785398  0.000456  -2.18166  0.000398   1.39626  0.011553
0.0341092	    0.001 -0.785398  0.000483  -2.18166  0.000413   1.39626  0.012266
0.0351092	 0.001051 -0.785398   0.00051  -2.18166  0.000427   1.39626  0.012999
0.0361092	 0.001103 -0.785398  0.000538  -2.18166  0.000442   1.39626  0.013752
0.0371092	 0.001156 -0.785398  0.000567  -2.18166  0.000456   1.39626  0.014523
0.0381092	 0.001209 -0.785398  0.000596  -2.18166  0.000471   1.39626  0.015314
0.0391092	 0.001263 -0.785398  0.000626  -2.18166  0.000485   1.39626  0.016124
0.0401092	 0.001318 -0.785398  0.000656  -2.18166  0.000499   1.39626  0.016953
0.0411092	 0.001373 -0.785398  0.000687  -2.18166  0.000513   1.39626    0.0178
0.0421092	 0.001428 -0.785398  0.000719  -2.18166  0.000526   1.39626  0.018666
0.0431092	 0.001484 -0.785398   0.00075  -2.18166   0.00054   1.39626   0.01955
0.0441092	  0.00154 -0.785398  0.000783  -2.18166  0.000553   1.39626  0.020453
0.0451092	 0.001596 -0.785398  0.000816  -2.18166  0.000566   1.39626  0.021372
0.0461092	 0.001653 -0.785398  0.000849  -2.18166  0.000579   1.39626   0.02231
0.0471092	  0.00171 -0.785397  0.000882  -2.18166  0.000592   1.39626  0.023265
0.0481092	 0.001767 -0.785397  0.000917  -2.18166  0.000604   1.39626  0.024237
0.0491092	 0.001825 -0.785397  0.000951  -2.18166  0.000616   1.39626  0.025226
0.0501092	 0.001882 -0.785397  0.000986  -2.18166  0.000628   1.39626  0.026232
0.0511092	  0.00194 -0.785397  0.001021  -2.18166   0.00064   1.39626  0.027255
0.0521092	 0.001997 -0.785397  0.001056  -2.18166  0.000652   1.39626  0.028294
0.0531092	 0.002055 -0.785397  0.001092  -2.18166  0.000663   1.39626  0.029348
0.0541092	 0.002113 -0.785397  0.001128  -2.18166  0.000674   1.39626  0.030419
0.0551092	  0.00217 -0.785397  0.001165  -2.18166  0.000685   1.39626  0.031505
0.0561092	 0.002228 -0.785397  0.001201  -2.18166  0.000696   1.39626  0.032607
0.0571092	 0.002285 -0.785397  0.001238  -2.18166  0.000706   1.39626  0.033724
0.0581092	 0.002343 -0.785397  0.001275  -2.18166  0.000716   1.39626  0.034855
0.0591092	   0.0024 -0.785397  0.001312  -2.18166  0.000726   1.39626  0.036001
0.0601092	 0.002457 -0.785397  0.001349  -2.18166  0.000736   1.39626  0.037162
0.0611092	 0.002514 -0.785397  0.001387  -2.18166  0.000745   1.39626  0.038337
0.0621092	  0.00257 -0.785396  0.001424  -2.18166  0.000754   1.39626  0.039525
0.0631092	 0.002627 -0.785396  0.001462  -2.18166  0.000763   1.39626  0.040727
0.0641092	 0.002683 -0.785396    0.0015  -2.18166  0.000771   1.39626  0.041943
0.0651092	 0.002738 -0.785396  0.001538  -2.18166   0.00078   1.39626  0.043171
0.0661092	 0.002794 -0.785396  0.001576  -2.18166  0.000788   1.39626  0.044412
0.0671092	 0.002849 -0.785396  0.001614  -2.18166  0.000795   1.39626  0.045666
0.0681092	 0.002903 -0.785396  0.001652  -2.18166  0.000803   1.39626  0.046932
0.0691092	 0.002957 -0.785396  0.001689  -2.18166   0.00081   1.39626   0.04821
0.0701092	 0.003011 -0.785396  0.001727  -2.18166  0.000817   1.39626    0.0495
0.0711092	 0.003064 -0.785396  0.001765  -2.18166  0.000823   1.39626  0.050801
0.0721092	 0.003117 -0.785396  0.001803  -2.18166   0.00083   1.39626  0.052113
0.0731092	 0.003169 -0.785395  0.001841  -2.18166  0.000836   1.39626  0.053436
0.0741092	  0.00322 -0.785395  0.001878  -2.18166  0.000841   1.39626   0.05477
0.0751092	 0.003271 -0.785395  0.001915  -2.18166  0.000847   1.39626  0.056113
0.0761092	 0.003322 -0.785395  0.001953  -2.18166  0.000852   1.39626  0.057467
0.0771092	 0.003371 -0.785395   0.00199  -2.18166  0.000857   1.39626  0.058831
0.0781092	  0.00342 -0.785395  0.002027  -2.18166  0.000862   1.39626  0.060204
0.0791092	 0.003469 -0.785395  0.002063  -2.18166  0.000866   1.39626  0.061586
0.0801092	 0.003516 -0.785395    0.0021  -2.18166   0.00087   1.39626  0.062976
0.0811092	 0.003563 -0.785395  0.002136  -2.18166  0.000874   1.39626  0.064376
0.0821092	  0.00361 -0.785394  0.002172  -2.18166  0.000877   1.39626  0.065783
0.0831092	 0.003655 -0.785394  0.002208  -2.18166   0.00088   1.39626  0.067199
0.0841092	   0.0037 -0.785394  0.002243  -2.18166  0.000883   1.39626  0.068622
0.0851092	 0.003744 -0.785394  0.002278  -2.18166  0.000886   1.39626  0.070052
0.0861092	 0.003787 -0.785394  0.002313  -2.18166  0.000888   1.39626  0.071489
0.0871092	 0.003829 -0.785394  0.002348  -2.18166   0.00089   1.39626  0.072933
0.0881092	  0.00387 -0.785394  0.002382  -2.18166  0.000892   1.39626  0.074383
0.0891092	 0.003911 -0.785394  0.002415  -2.18166  0.000893   1.39626   0.07584
0.0901092	 0.003951 -0.785394  0.002449  -2.18166  0.000894   1.39626  0.077302
0.0911092	 0.003989 -0.785393  0.002481  -2.18166  0.000895   1.39626  0.078769
0.0921092	 0.004027 -0.785393  0.002514  -2.18166  0.000896   1.39626  0.080242
0.0931092	 0.004064 -0.785393  0.002546  -2.18166  0.000896   1.39626  0.081719
0.0941092	   0.0041 -0.785393  0.002577  -2.18166  0.000896   1.39626  0.083201
0.0951092	 0.004135 -0.785393  0.002609  -2.18166  0.000896   1.39626  0.084687
0.0961092	 0.004169 -0.785393  0.002639  -2.18166  0.000895   1.39626  0.086177
0.0971092	 0.004201 -0.785393  0.002669  -2.18166  0.000894   1.39626   0.08767
0.0981092	 0.004233 -0.785393  0.002699  -2.18166  0.000893   1.39626  0.089167
0.0991092	 0.004264 -0.785393  0.002728  -2.18166  0.000892   1.39626  0.090666
0.100109	 0.004294 -0.785392  0.002756  -2.18166   0.00089   1.39626  0.092168
0.101109	 0.004323 -0.785392  0.002784  -2.18166  0.000888   1.39626  0.093673
0.102109	 0.004351 -0.785392  0.002811  -2.18166  0.000886   1.39626  0.095179
0.103109	 0.004377 -0.785392  0.002838  -2.18166  0.000883   1.39626  0.096687
0.104109	 0.004403 -0.785392  0.002864  -2.18166   0.00088   1.39626  0.098196
0.105109	 0.004427 -0.785392   0.00289  -2.18166  0.000877   1.39626  0.099706
0.106109	  0.00445 -0.785392  0.002915  -2.18166  0.000874   1.39626  0.101217
0.107109	 0.004472 -0.785392  0.002939  -2.18166   0.00087   1.39626  0.102728
0.108109	 0.004493 -0.785392  0.002963  -2.18166  0.000866   1.39626  0.104239
0.109109	 0.004513 -0.785392  0.002986  -2.18166  0.000862   1.39626   0.10575
0.110109	 0.004532 -0.785391  0.003008  -2.18166  0.000858   1.39626   0.10726
0.111109	 0.004549 -0.785391  0.003029  -2.18166  0.000853   1.39626   0.10877
0.112109	 0.004566 -0.785391   0.00305  -2.18166  0.000848   1.39626  0.110278
0.113109	 0.004581 -0.785391  0.003071  -2.18166  0.000843   1.39626  0.111784
0.114109	 0.004595 -0.785391   0.00309  -2.18166  0.000838   1.39626  0.113288
0.115109	 0.004607 -0.785391  0.003109  -2.18166  0.000832   1.39626  0.114791
0.116109	 0.004619 -0.785391  0.003127  -2.18166  0.000826   1.39626   0.11629
0.117109	 0.004629 -0.785391  0.003144  -2.18166   0.00082   1.39626  0.117787
0.118109	 0.004638 -0.785391   0.00316  -2.18166  0.000813   1.39626  0.119281
0.119109	 0.004646 -0.785391  0.003176  -2.18166  0.000806   1.39626  0.120771
0.120109	 0.004653 -0.785391  0.003191  -2.18166  0.000799   1.39626  0.122257
0.121109	 0.004658 -0.785391  0.003205  -2.18166  0.000792   1.39626  0.123739
0.122109	 0.004662 -0.785391  0.003218  -2.18166  0.000784   1.39626  0.125217
0.123109	0.004665 -0.78539 0.003231 -2.18166 0.000777  1.39626  0.12669
0.124109	0.004667 -0.78539 0.003243 -2.18166 0.000769  1.39626 0.128158
0.125109	0.004667 -0.78539 0.003254 -2.18166 0.000761  1.39626 0.129621
0.126109	0.004666 -0.78539 0.003264 -2.18166 0.000752  1.39626 0.131078
0.127109	0.004664 -0.78539 0.003273 -2.18166 0.000743  1.39626 0.132528
0.128109	 0.00466 -0.78539 0.003281 -2.18166 0.000735  1.39626 0.133973
0.129109	0.004655 -0.78539 0.003289 -2.18166 0.000725  1.39626 0.135411
0.130109	0.004649 -0.78539 0.003296 -2.18166 0.000716  1.39626 0.136842
0.131109	0.004642 -0.78539 0.003302 -2.18167 0.000707  1.39626 0.138266
0.132109	0.004633 -0.78539 0.003307 -2.18167 0.000697  1.39626 0.139682
0.133109	0.004623 -0.78539 0.003311 -2.18167 0.000687  1.39626 0.141091
0.134109	0.004612 -0.78539 0.003314 -2.18167 0.000677  1.39626 0.142492
0.135109	  0.0046 -0.78539 0.003316 -2.18167 0.000666  1.39626 0.143884
0.136109	0.004586 -0.78539 0.003318 -2.18167 0.000655  1.39626 0.145267
0.137109	0.004571 -0.78539 0.003318 -2.18167 0.000645  1.39626 0.146641
0.138109	0.004554 -0.78539 0.003318 -2.18167 0.000634  1.39626 0.148007
0.139109	0.004537 -0.78539 0.003317 -2.18167 0.000622  1.39626 0.149362
0.140109	0.004518 -0.78539 0.003315 -2.18167 0.000611  1.39626 0.150708
0.141109	0.004498 -0.78539 0.003312 -2.18167 0.000599  1.39626 0.152043
0.142109	0.004476 -0.78539 0.003308 -2.18167 0.000587  1.39626 0.153369
0.143109	0.004453 -0.78539 0.003303 -2.18167 0.000575  1.39626 0.154683
0.144109	0.004429 -0.78539 0.003297 -2.18167 0.000563  1.39626 0.155987
0.145109	0.004404 -0.78539 0.003291 -2.18167 0.000551  1.39626 0.157279
