0.00110633	        0 -0.785398        -0  -2.18166        -0   1.39626        -0
0.00210633	    1e-06 -0.785392     1e-06  -2.18165     1e-06   1.39626   1.2e-05
0.00310633	   5e-06 -0.78538    2e-06 -2.18162    4e-06  1.39624  4.7e-05
0.00410633	  1.1e-05 -0.785369     5e-06  -2.18159     9e-06   1.39623  0.000106
0.00510633	  1.9e-05 -0.785359     8e-06  -2.18157   1.6e-05   1.39622  0.000188
0.00610633	 2.9e-05 -0.78535  1.3e-05 -2.18155  2.4e-05  1.39622 0.000293
0.00710633	  4.2e-05 -0.785342   1.9e-05  -2.18153   3.4e-05   1.39623  0.000421
0.00810633	  5.7e-05 -0.785335   2.5e-05  -2.18151   4.4e-05   1.39623  0.000573
0.00910633	  7.3e-05 -0.785328   3.3e-05   -2.1815   5.5e-05   1.39624  0.000747
0.0101063	  9.2e-05 -0.785323   4.1e-05  -2.18149   6.7e-05   1.39624  0.000945
0.0111063	 0.000113 -0.785318     5e-05  -2.18147   7.9e-05   1.39624  0.001165
0.0121063	 0.000136 -0.785313     6e-05  -2.18146   9.2e-05   1.39625  0.001407
0.0131063	 0.000161 -0.785309   7.1e-05  -2.18145  0.000106   1.39625  0.001673
0.0141063	 0.000187 -0.785306   8.3e-05  -2.18144  0.000119   1.39626  0.001961
0.0151063	 0.000215 -0.785303   9.5e-05  -2.18143  0.000134   1.39626  0.002272
0.0161063	0.000245  -0.7853 0.000109 -2.18142 0.000148  1.39626 0.002604
0.0171063	 0.000277 -0.785298  0.000123  -2.18142  0.000163   1.39627  0.002959
0.0181063	  0.00031 -0.785296  0.000138  -2.18141  0.000178   1.39627  0.003336
0.0191063	 0.000344 -0.785294  0.000154   -2.1814  0.000193   1.39627  0.003736
0.0201063	 0.000381 -0.785293  0.000171   -2.1814  0.000208   1.39627  0.004157
0.0211063	 0.000418 -0.785292  0.000188  -2.18139  0.000223   1.39627    0.0046
0.0221063	 0.000457 -0.785291  0.000207  -2.18139  0.000239   1.39628  0.005064
0.0231063	0.000497 -0.78529 0.000226 -2.18138 0.000254  1.39628 0.005551
0.0241063	0.000539 -0.78529 0.000246 -2.18138 0.000269  1.39628 0.006058
0.0251063	0.000581 -0.78529 0.000267 -2.18138 0.000285  1.39628 0.006587
0.0261063	0.000625 -0.78529 0.000288 -2.18137   0.0003  1.39628 0.007138
0.0271063	 0.00067 -0.78529  0.00031 -2.18137 0.000316  1.39628 0.007709
0.0281063	 0.000716 -0.785291  0.000333  -2.18137  0.000331   1.39629  0.008301
0.0291063	 0.000763 -0.785292  0.000357  -2.18136  0.000347   1.39629  0.008914
0.0301063	 0.000811 -0.785292  0.000381  -2.18136  0.000362   1.39629  0.009548
0.0311063	  0.00086 -0.785293  0.000406  -2.18136  0.000377   1.39629  0.010202
0.0321063	  0.00091 -0.785294  0.000432  -2.18136  0.000392   1.39629  0.010876
0.0331063	  0.00096 -0.785295  0.000458  -2.18136  0.000407   1.39629  0.011571
0.0341063	 0.001011 -0.785296  0.000485  -2.18136  0.000422   1.39629  0.012285
0.0351063	 0.001063 -0.785298  0.000513  -2.18136  0.000437   1.39629  0.013019
0.0361063	 0.001116 -0.785299  0.000541  -2.18136  0.000452   1.39629  0.013773
0.0371063	 0.00117  -0.7853  0.00057 -2.18136 0.000466  1.39629 0.014546
0.0381063	 0.001224 -0.785302    0.0006  -2.18135  0.000481   1.39629  0.015339
0.0391063	 0.001278 -0.785303   0.00063  -2.18135  0.000495    1.3963  0.016151
