0.00112538	    0.286731 -4.90113e-12     0.662709	        0 -0.785398        -0  -2.18166        -0   1.39626        -0
0.00212538	   0.286732 9.70432e-06    0.662693	        0 -0.785404   1.6e-05   -2.1817   2.4e-05   1.39628   1.6e-05
0.00312538	   0.286736 3.94831e-05    0.662645	    2e-06 -0.785422   6.5e-05  -2.18183   9.3e-05   1.39632   6.4e-05
0.00412537	   0.286743 8.84342e-05    0.662566	    4e-06 -0.785452  0.000146  -2.18204  0.000208   1.39638  0.000144
0.00512537	   0.286751 0.000155735    0.662456	    7e-06 -0.785494  0.000257  -2.18232  0.000367   1.39647  0.000253
0.00612537	  0.286763 0.00024143   0.662317	  1.2e-05 -0.785546  0.000398  -2.18269  0.000568   1.39658  0.000391
0.00712537	   0.286776 0.000343944     0.66215	  1.7e-05 -0.785608  0.000567  -2.18312   0.00081   1.39671  0.000557
0.00812538	   0.286792 0.000463143    0.661956	  2.2e-05 -0.785681  0.000764  -2.18363  0.001092   1.39687  0.000751
0.00912537	    0.28681 0.000598915    0.661735	  2.9e-05 -0.785764  0.000988   -2.1842  0.001412   1.39705   0.00097
0.0101254	    0.28683 0.000750949    0.661488	  3.7e-05 -0.785856  0.001239  -2.18485   0.00177   1.39725  0.001216
0.0111254	   0.286851 0.000917947    0.661216	  4.5e-05 -0.785957  0.001515  -2.18556  0.002165   1.39748  0.001485
0.0121254	  0.286875 0.00109939    0.66092	  5.4e-05 -0.786067  0.001815  -2.18633  0.002594   1.39772  0.001779
0.0131254	   0.2869 0.0012958  0.660601	  6.4e-05 -0.786185   0.00214  -2.18716  0.003058   1.39798  0.002095
0.0141254	  0.286927 0.00150561   0.660259	  7.5e-05 -0.786312  0.002487  -2.18805  0.003555   1.39826  0.002433
0.0151254	  0.286956 0.00172911   0.659895	  8.7e-05 -0.786446  0.002857  -2.18899  0.004084   1.39856  0.002792
0.0161254	0.286986 0.001965  0.65951	  9.9e-05 -0.786587  0.003248     -2.19  0.004644   1.39888  0.003172
0.0171254	  0.287018 0.00221385   0.659105	 0.000112 -0.786735  0.003661  -2.19105  0.005234   1.39921  0.003572
0.0181254	  0.287051 0.00247504    0.65868	0.000127 -0.78689 0.004094 -2.19215 0.005854  1.39956  0.00399
0.0191254	  0.287085 0.00274731   0.658236	 0.000142 -0.787051  0.004546  -2.19331  0.006502   1.39993  0.004426
0.0201254	  0.287121 0.00303123   0.657773	 0.000158 -0.787218  0.005018  -2.19451  0.007177   1.40032   0.00488
0.0211254	  0.287157 0.00332561   0.657293	 0.000174 -0.787391  0.005508  -2.19575  0.007879   1.40072   0.00535
0.0221254	  0.287195 0.00363075   0.656796	 0.000192 -0.787569  0.006016  -2.19704  0.008606   1.40114  0.005837
0.0231254	  0.287233 0.00394617   0.656282	  0.00021 -0.787753  0.006542  -2.19838  0.009359   1.40158  0.006338
0.0241254	 0.287273 0.0042713  0.655752	  0.00023 -0.787941  0.007084  -2.19975  0.010136   1.40203  0.006855
0.0251254	  0.287314 0.00460544   0.655207	  0.00025 -0.788133  0.007642  -2.20116  0.010936    1.4025  0.007385
0.0261254	 0.287355 0.0049487  0.654647	0.000271 -0.78833 0.008216 -2.20261 0.011758  1.40298 0.007929
0.0271254	  0.287397 0.00530033   0.654073	0.000293 -0.78853 0.008804  -2.2041 0.012603  1.40347 0.008485
0.0281254	   0.28744 0.00566078   0.653484	 0.000316 -0.788734  0.009408  -2.20561  0.013468   1.40398  0.009054
0.0291254	  0.287484 0.00602901   0.652884	 0.000339 -0.788941  0.010026  -2.20717  0.014354    1.4045  0.009634
0.0301254	  0.287527 0.00640501    0.65227	 0.000364 -0.789152  0.010657  -2.20875   0.01526   1.40504  0.010225
0.0311254	  0.287572 0.00678834   0.651644	  0.00039 -0.789365  0.011301  -2.21037  0.016185   1.40559  0.010826
0.0321254	  0.287617 0.00717868   0.651006	0.000416 -0.78958 0.011958 -2.21201 0.017129  1.40616 0.011437
0.0331254	  0.287663 0.00757606   0.650357	 0.000443 -0.789798  0.012628  -2.21368   0.01809   1.40673  0.012058
0.0341254	 0.287709 0.0079799  0.649698	 0.000472 -0.790019  0.013309  -2.21538  0.019068   1.40732  0.012687
0.0351254	  0.287755 0.00838956   0.649028	0.000501 -0.79024 0.014001  -2.2171 0.020063  1.40793 0.013325
0.0361254	  0.287802 0.00880564   0.648348	 0.000531 -0.790464  0.014705  -2.21885  0.021074   1.40854   0.01397
0.0371254	  0.287849 0.00922725   0.647659	 0.000562 -0.790689  0.015419  -2.22062  0.022101   1.40917  0.014623
0.0381254	  0.287896 0.00965413   0.646961	 0.000594 -0.790915  0.016143  -2.22241  0.023142   1.40981  0.015283
0.0391254	 0.287943 0.0100864  0.646254	 0.000627 -0.791141  0.016877  -2.22423  0.024198   1.41046  0.015949
0.0401254	 0.287991 0.0105233   0.64554	 0.000661 -0.791369   0.01762  -2.22606  0.025267   1.41112  0.016621
0.0411254	 0.288039 0.0109647  0.644817	 0.000695 -0.791597  0.018372  -2.22791   0.02635   1.41179  0.017299
0.0421254	0.288086 0.011411 0.644087	 0.000731 -0.791826  0.019133  -2.22978  0.027446   1.41248  0.017982
0.0431254	 0.288134 0.0118616   0.64335	 0.000767 -0.792054  0.019903  -2.23166  0.028554   1.41317  0.018669
0.0441254	 0.288182 0.0123159  0.642606	 0.000805 -0.792283   0.02068  -2.23356  0.029673   1.41388  0.019361
0.0451254	 0.28823 0.012774 0.641855	 0.000843 -0.792511  0.021465  -2.23548  0.030804    1.4146  0.020057
0.0461254	 0.288278 0.0132355  0.641099	 0.000882 -0.792739  0.022257  -2.23741  0.031946   1.41532  0.020757
