0.00109487	0 0 0 0 0 0 0
0.00209487	 -1.39626 -0.785398         0  -2.18166         0   1.39626        -0
0.00309487	 -1.39606 -0.785476   7.5e-05  -2.18195  0.000279   1.39661    -7e-06
0.00409488	 -1.39505 -0.785631  0.000226  -2.18253  0.000839   1.39732  -2.1e-05
0.00509487	 -1.39287 -0.785782  0.000373  -2.18309  0.001386   1.39801  -3.5e-05
0.00609487	 -1.38955 -0.785925  0.000514  -2.18363  0.001909   1.39867  -4.8e-05
0.00709487	 -1.38514 -0.786062  0.000649  -2.18415  0.002408   1.39931    -6e-05
0.00809487	 -1.37969 -0.786192  0.000777  -2.18464  0.002884   1.39992  -7.2e-05
0.00941017	 -1.37326 -0.786315  0.000899  -2.18511  0.003337   1.40051  -8.3e-05
0.0104102	 -1.36592 -0.786432  0.001016  -2.18555  0.003768   1.40108  -9.3e-05
0.0114102	 -1.35773 -0.786544  0.001127  -2.18598  0.004179   1.40161 -0.000103
0.0124102	 -1.34874 -0.786649  0.001232  -2.18639   0.00457   1.40213 -0.000113
0.0134102	 -1.33898  -0.78675  0.001333  -2.18678  0.004941   1.40262 -0.000122
0.0144102	  -1.3285 -0.786846  0.001428  -2.18715  0.005294   1.40309  -0.00013
0.0154102	 -1.31732 -0.786936  0.001518   -2.1875   0.00563   1.40354 -0.000138
0.0164102	 -1.30549 -0.787022  0.001604  -2.18783  0.005948   1.40396 -0.000146
0.0174102	 -1.29304 -0.787104  0.001686  -2.18815   0.00625   1.40437 -0.000153
0.0184102	 -1.28001 -0.787181  0.001763  -2.18845  0.006535   1.40476  -0.00016
0.0194102	 -1.26641 -0.787254  0.001836  -2.18873  0.006806   1.40513 -0.000166
0.0204102	 -1.25229 -0.787323  0.001905  -2.18901  0.007062   1.40548 -0.000172
0.0214102	 -1.23768 -0.787388  0.001971  -2.18926  0.007303   1.40581 -0.000178
0.0224102	 -1.22259  -0.78745  0.002033  -2.18951  0.007531   1.40613 -0.000183
0.0234102	 -1.20707 -0.787508  0.002091  -2.18974  0.007745   1.40643 -0.000188
0.0244102	 -1.19112 -0.787562  0.002145  -2.18995  0.007947   1.40671 -0.000193
0.0254102	 -1.17479 -0.787613  0.002197  -2.19016  0.008137   1.40698 -0.000197
0.0264102	 -1.15809 -0.787661  0.002245  -2.19035  0.008315   1.40724 -0.000201
0.0274102	 -1.14105 -0.787706   0.00229  -2.19053  0.008482   1.40748 -0.000205
0.0284102	 -1.12369 -0.787748  0.002333   -2.1907  0.008638    1.4077 -0.000208
0.0294102	 -1.10602 -0.787787  0.002372  -2.19086  0.008783   1.40792 -0.000212
0.0304102	 -1.08808 -0.787824  0.002409  -2.19101  0.008919   1.40812 -0.000215
0.0314102	 -1.06988 -0.787858  0.002443  -2.19115  0.009045    1.4083 -0.000217
0.0324102	 -1.05143 -0.787889  0.002475  -2.19128  0.009162   1.40848  -0.00022
0.0334102	 -1.03277 -0.787918  0.002505   -2.1914  0.009269   1.40864 -0.000222
0.0344102	  -1.0139 -0.787945  0.002532  -2.19151  0.009369    1.4088 -0.000225
0.0354102	-0.994838 -0.787969  0.002557  -2.19161   0.00946   1.40894 -0.000226
0.0364102	-0.975606 -0.787992  0.002579  -2.19171  0.009543   1.40907 -0.000228
0.0374102	-0.956217 -0.788012    0.0026   -2.1918  0.009619   1.40919  -0.00023
0.0384102	-0.936686 -0.788031  0.002619  -2.19188  0.009687    1.4093 -0.000231
0.0394102	-0.917027 -0.788047  0.002636  -2.19195  0.009749    1.4094 -0.000232
0.0404102	-0.897253 -0.788062  0.002651  -2.19201  0.009804    1.4095 -0.000233
0.0414102	-0.897253 -0.788062  0.002651  -2.19201  0.009804    1.4095 -0.000233
0.0446561	-0.877379 -0.788075  0.002664  -2.19207  0.009852   1.40958 -0.000234
0.0456561	-0.857409 -0.788087  0.002676  -2.19212  0.009895   1.40966 -0.000235
0.0466561	 -0.83735 -0.788096  0.002686  -2.19217  0.009931   1.40972 -0.000236
0.0476561	-0.817215 -0.788105  0.002695  -2.19221  0.009961   1.40978 -0.000236
0.0486561	-0.797015 -0.788111  0.002702  -2.19224  0.009986   1.40983 -0.000237
0.0496561	-0.776761 -0.788117  0.002707  -2.19227  0.010005   1.40988 -0.000237
0.0506561	-0.756466 -0.788121  0.002712  -2.19229  0.010019   1.40992 -0.000237
0.0516561	-0.736139 -0.788124  0.002714  -2.19231  0.010029   1.40995 -0.000237
0.0526561	 -0.71579 -0.788125  0.002716  -2.19232  0.010034   1.40997 -0.000236
0.0536561	 -0.69543 -0.788125  0.002717  -2.19233  0.010034   1.40999 -0.000236
0.0546561	-0.675066 -0.788125  0.002716  -2.19233   0.01003      1.41 -0.000236
0.0556561	-0.654708 -0.788123  0.002714  -2.19233  0.010022   1.41001 -0.000235
0.0566561	-0.634363  -0.78812  0.002711  -2.19232  0.010011      1.41 -0.000234
0.0576561	-0.614041 -0.788116  0.002708  -2.19231  0.009995      1.41 -0.000234
0.0586561	-0.593748 -0.788111  0.002703   -2.1923  0.009976   1.40998 -0.000233
0.0596561	-0.573491 -0.788106  0.002697  -2.19228  0.009954   1.40996 -0.000232
0.0606561	-0.553278 -0.788099  0.002691  -2.19226  0.009929   1.40994 -0.000231
0.0616561	-0.533115 -0.788092  0.002684  -2.19223    0.0099   1.40991  -0.00023
0.0626561	-0.513007 -0.788084  0.002675   -2.1922  0.009869   1.40987 -0.000229
0.0636561	-0.492962 -0.788075  0.002667  -2.19217  0.009836   1.40983 -0.000228
0.0646561	-0.472983 -0.788065  0.002657  -2.19213  0.009799   1.40978 -0.000227
0.0656561	-0.453077 -0.788055  0.002647  -2.19209   0.00976   1.40973 -0.000225
0.0666561	-0.433249 -0.788044  0.002636  -2.19205  0.009719   1.40968 -0.000224
0.0676561	-0.413502 -0.788033  0.002625    -2.192  0.009676   1.40962 -0.000223
0.0686561	-0.393843 -0.788021  0.002613  -2.19196  0.009631   1.40955 -0.000221
0.0696561	-0.374274 -0.788009    0.0026  -2.19191  0.009584   1.40949  -0.00022
0.0706561	-0.354801 -0.787996  0.002587  -2.19185  0.009535   1.40941 -0.000218
0.0716561	-0.335426 -0.787982  0.002574   -2.1918  0.009484   1.40934 -0.000217
0.0726561	-0.316153 -0.787969   0.00256  -2.19174  0.009432   1.40926 -0.000215
0.0736561	-0.296985 -0.787954  0.002546  -2.19168  0.009378   1.40918 -0.000213
0.0746561	-0.277927  -0.78794  0.002531  -2.19162  0.009322   1.40909 -0.000212
0.0756561	-0.258979 -0.787925  0.002516  -2.19155  0.009266     1.409  -0.00021
0.0766561	-0.240147 -0.787909    0.0025  -2.19149  0.009208   1.40891 -0.000209
0.0776561	-0.221431 -0.787894  0.002484  -2.19142  0.009149   1.40881 -0.000207
0.0786561	-0.202834 -0.787878  0.002468  -2.19135  0.009089   1.40871 -0.000205
0.0796561	-0.184359 -0.787861  0.002452  -2.19128  0.009028   1.40861 -0.000204
0.0806561	-0.166008 -0.787845  0.002435  -2.19121  0.008966   1.40851 -0.000202
0.0816561	-0.147782 -0.787828  0.002418  -2.19113  0.008903    1.4084   -0.0002
0.0826561	-0.129684 -0.787811  0.002401  -2.19106  0.008839    1.4083 -0.000198
0.0836561	-0.111715 -0.787794  0.002383  -2.19098  0.008775   1.40819 -0.000197
0.0846561	-0.093876 -0.787777  0.002366   -2.1909  0.008709   1.40807 -0.000195
0.0856561	-0.076169 -0.787759  0.002348  -2.19082  0.008644   1.40796 -0.000193
0.0866561	-0.058596 -0.787741   0.00233  -2.19074  0.008577   1.40785 -0.000191
0.0876561	-0.041157 -0.787723  0.002312  -2.19066  0.008511   1.40773  -0.00019
0.0886561	-0.023854 -0.787705  0.002294  -2.19058  0.008443   1.40761 -0.000188
0.0896561	-0.006687 -0.787687  0.002275   -2.1905  0.008376   1.40749 -0.000186
0.0906561	 0.010342 -0.787669  0.002257  -2.19042  0.008308   1.40737 -0.000184
0.0916561	 0.027234 -0.787651  0.002238  -2.19034  0.008239   1.40725 -0.000183
0.0926561	 0.043986 -0.787632   0.00222  -2.19025  0.008171   1.40713 -0.000181
0.0936561	   0.0606 -0.787614  0.002201  -2.19017  0.008102   1.40701 -0.000179
0.0946561	 0.077073 -0.787595  0.002182  -2.19008  0.008033   1.40688 -0.000177
0.0956561	 0.093407 -0.787576  0.002163     -2.19  0.007964   1.40676 -0.000176
0.0966561	   0.1096 -0.787558  0.002144  -2.18991  0.007895   1.40663 -0.000174
0.0976561	 0.125652 -0.787539  0.002125  -2.18983  0.007825   1.40651 -0.000172
0.0986561	 0.141563  -0.78752  0.002106  -2.18974  0.007756   1.40638 -0.000171
0.0996561	 0.157333 -0.787502  0.002087  -2.18966  0.007687   1.40625 -0.000169
0.100656	 0.172962 -0.787483  0.002069  -2.18957  0.007617   1.40613 -0.000167
0.101656	 0.188449 -0.787464   0.00205  -2.18948  0.007548     1.406 -0.000166
0.102656	 0.203796 -0.787445  0.002031   -2.1894  0.007478   1.40587 -0.000164
0.103656	 0.219002 -0.787427  0.002012  -2.18931  0.007409   1.40575 -0.000162
0.104656	 0.234067 -0.787408  0.001993  -2.18923   0.00734   1.40562 -0.000161
0.105656	 0.248992 -0.787389  0.001974  -2.18914  0.007271    1.4055 -0.000159
0.106656	 0.263776 -0.787371  0.001955  -2.18906  0.007203   1.40537 -0.000157
0.107656	 0.278421 -0.787352  0.001936  -2.18897  0.007134   1.40524 -0.000156
0.108656	 0.292926 -0.787334  0.001917  -2.18888  0.007066   1.40512 -0.000154
0.109656	 0.307291 -0.787315  0.001899   -2.1888  0.006997   1.40499 -0.000153
0.110656	 0.321518 -0.787297   0.00188  -2.18872   0.00693   1.40487 -0.000151
0.111656	 0.335607 -0.787278  0.001861  -2.18863  0.006862   1.40475  -0.00015
