0.183253	  0.294714 0.00809624   0.609066	0.6 0.3 0.4	 0.0592273  0.0588488 -0.0215493	0.0862289
0.184253	  0.294773 0.00815501   0.609044	0.6 0.3 0.4	 0.0592995  0.0588709 -0.0216222	0.0863118
0.185253	 0.294832 0.0082139  0.609022	0.6 0.3 0.4	 0.0593714  0.0588917 -0.0216976	0.0863943
0.186253	  0.294892 0.00827288      0.609	0.6 0.3 0.4	 0.0594426  0.0589127 -0.0217748	0.086477
0.187253	  0.294951 0.00833197   0.608979	0.6 0.3 0.4	 0.0595134  0.0589328 -0.0218539	0.0865593
0.188253	  0.295011 0.00839082   0.608957	0.6 0.3 0.4	 0.0595837  0.0589532 -0.0219351	0.0866421
0.189253	   0.29507 0.00844959   0.608935	0.6 0.3 0.4	 0.0596535  0.0589724 -0.0220181	0.0867241
0.190253	   0.29513 0.00850864   0.608913	0.6 0.3 0.4	 0.0597228  0.0589915 -0.0221029	0.0868063
0.191253	   0.29519 0.00856768   0.608891	0.6 0.3 0.4	 0.0597914  0.0590101 -0.0221894	0.0868883
0.192253	   0.29525 0.00862694   0.608868	0.6 0.3 0.4	 0.0598597  0.0590283 -0.0222776	0.0869702
0.193253	   0.29531 0.00868549   0.608846	0.6 0.3 0.4	 0.0599271  0.0590464 -0.0223676	0.087052
0.194253	  0.29537 0.0087449  0.608824	0.6 0.3 0.4	 0.0599943  0.0590637 -0.0224596	0.0871337
0.195253	  0.295429 0.00880411   0.608801	0.6 0.3 0.4	  0.060061   0.059081 -0.0225527	0.0872153
0.196253	   0.29549 0.00886275   0.608778	0.6 0.3 0.4	 0.0601269  0.0590978 -0.0226476	0.0872967
0.197253	   0.29555 0.00892195   0.608756	0.6 0.3 0.4	 0.0601923  0.0591143 -0.0227442	0.087378
0.198253	   0.29561 0.00898135   0.608733	0.6 0.3 0.4	 0.0602571  0.0591303 -0.0228423	0.087459
0.199253	   0.29567 0.00904035    0.60871	0.6 0.3 0.4	 0.0603217  0.0591463 -0.0229418	0.0875404
0.200253	  0.295731 0.00909934   0.608687	0.6 0.3 0.4	 0.0603856  0.0591619 -0.0230433	0.0876216
0.201253	  0.295791 0.00915854   0.608664	0.6 0.3 0.4	 0.0604488  0.0591772 -0.0231457	0.0877024
0.202253	  0.295851 0.00921819   0.608641	0.6 0.3 0.4	 0.0605113  0.0591926 -0.0232494	0.0877833
0.203253	  0.295912 0.00927697   0.608618	0.6 0.3 0.4	 0.0605735  0.0592075 -0.0233554	0.0878644
0.204253	  0.295973 0.00933614   0.608594	0.6 0.3 0.4	0.0606352 0.0592222 -0.023462	0.0879452
0.205253	  0.296034 0.00939529    0.60857	0.6 0.3 0.4	0.0606959 0.0592361  -0.02357	0.0880253
0.206253	  0.296094 0.00945495   0.608547	0.6 0.3 0.4	0.0607564 0.0592502  -0.02368	0.088106
0.207253	  0.296155 0.00951408   0.608523	0.6 0.3 0.4	 0.0608162  0.0592641 -0.0237907	0.0881864
0.208253	  0.296216 0.00957302   0.608499	0.6 0.3 0.4	 0.0608754  0.0592777 -0.0239027	0.0882667
0.209253	  0.296277 0.00963265   0.608476	0.6 0.3 0.4	 0.0609342   0.059291 -0.0240158	0.0883468
0.210253	  0.296337 0.00969209   0.608451	0.6 0.3 0.4	0.0609921 0.0593041  -0.02413	0.0884267
0.211253	 0.296399 0.0097514  0.608427	0.6 0.3 0.4	 0.0610498   0.059317 -0.0242458	0.0885067
0.212253	   0.29646 0.00981042   0.608403	0.6 0.3 0.4	 0.0611065  0.0593302 -0.0243627	0.0885868
0.213253	  0.296521 0.00986993   0.608379	0.6 0.3 0.4	 0.0611627  0.0593431 -0.0244801	0.0886666
0.214253	  0.296582 0.00992932   0.608354	0.6 0.3 0.4	 0.0612186  0.0593549 -0.0245987	0.0887458
0.215253	  0.296643 0.00998853   0.608329	0.6 0.3 0.4	 0.0612738  0.0593676 -0.0247188	0.0888257
0.216253	 0.296704 0.0100479  0.608305	0.6 0.3 0.4	 0.0613283  0.0593796 -0.0248394	0.0889049
0.217253	 0.296766 0.0101075   0.60828	0.6 0.3 0.4	 0.0613821  0.0593921 -0.0249612	0.0889845
0.218253	 0.296827 0.0101671  0.608255	0.6 0.3 0.4	 0.0614355  0.0594034 -0.0250838	0.0890633
0.219253	 0.296889 0.0102261  0.608229	0.6 0.3 0.4	 0.0614881  0.0594156 -0.0252074	0.0891426
0.220253	  0.29695 0.0102856  0.608204	0.6 0.3 0.4	 0.0615405  0.0594269 -0.0253316	0.0892215
0.221253	0.297012 0.010345 0.608179	0.6 0.3 0.4	 0.061592 0.0594383 -0.025457	0.0893003
0.222253	 0.297073 0.0104044  0.608153	0.6 0.3 0.4	 0.0616429  0.0594497 -0.0255824	0.0893788
0.223253	 0.297135 0.0104637  0.608128	0.6 0.3 0.4	 0.0616934   0.059461 -0.0257095	0.0894576
0.224253	 0.297197 0.0105234  0.608102	0.6 0.3 0.4	 0.0617431  0.0594722 -0.0258371	0.089536
0.225253	 0.297259 0.0105826  0.608076	0.6 0.3 0.4	 0.0617921  0.0594832 -0.0259651	0.0896142
0.226253	 0.297321 0.0106424   0.60805	0.6 0.3 0.4	 0.0618407  0.0594942 -0.0260939	0.0896924
0.227253	 0.297382 0.0107016  0.608024	0.6 0.3 0.4	 0.0618886  0.0595049 -0.0262233	0.0897702
0.228253	 0.297444 0.0107614  0.607998	0.6 0.3 0.4	  0.061936  0.0595154 -0.0263532	0.0898479
0.229253	 0.297506 0.0108207  0.607971	0.6 0.3 0.4	  0.061983  0.0595264 -0.0264842	0.0899261
