0.00109783	    0.286731 -5.24738e-12     0.612709	-0.1 0.15  0.2	        0 -0.785398        -0  -2.18166        -0   1.39626        -0
0.00209783	   0.286712 7.66575e-06    0.612693	-0.1 0.15  0.2	        0 -0.785417   1.1e-05  -2.18169     2e-05   1.39617   1.1e-05
0.00309783	   0.286655 2.99836e-05     0.61264	-0.1 0.15  0.2	    1e-06 -0.785478   4.2e-05   -2.1818   7.9e-05   1.39591   4.4e-05
0.00409783	   0.286561 6.68977e-05    0.612546	-0.1 0.15  0.2	    2e-06 -0.785589   9.4e-05  -2.18199  0.000176   1.39549   9.6e-05
0.00509783	    0.28643 0.000117957    0.612414	-0.1 0.15  0.2	    4e-06 -0.785749  0.000166  -2.18228  0.000309   1.39492  0.000167
0.00609783	   0.286264 0.000183268    0.612242	-0.1 0.15  0.2	    8e-06 -0.785958  0.000258  -2.18265  0.000477   1.39421  0.000255
0.00709783	   0.286061 0.000261838    0.612033	-0.1 0.15  0.2	  1.2e-05 -0.786217  0.000369  -2.18311   0.00068   1.39335  0.000359
0.00809783	   0.285824 0.000354125    0.611787	-0.1 0.15  0.2	  1.8e-05 -0.786525    0.0005  -2.18366  0.000915   1.39236  0.000478
0.00909783	 0.285553 0.0004593  0.611505	-0.1 0.15  0.2	  2.6e-05 -0.786882  0.000649  -2.18429  0.001182   1.39123  0.000611
0.0100978	   0.285249 0.000577279    0.611188	-0.1 0.15  0.2	  3.5e-05 -0.787287  0.000817  -2.18501   0.00148   1.38997  0.000757
0.0110978	   0.284912 0.000707871    0.610836	-0.1 0.15  0.2	  4.7e-05 -0.787741  0.001003  -2.18581  0.001807   1.38859  0.000914
0.0120978	   0.284543 0.000850862    0.610451	-0.1 0.15  0.2	    6e-05 -0.788243  0.001208   -2.1867  0.002163   1.38709  0.001083
0.0130978	  0.284142 0.00100542   0.610033	-0.1 0.15  0.2	  7.6e-05 -0.788793  0.001429  -2.18766  0.002547   1.38548  0.001262
0.0140978	  0.283711 0.00117235   0.609583	-0.1 0.15  0.2	  9.5e-05 -0.789391  0.001669  -2.18871  0.002957   1.38375   0.00145
0.0150978	  0.283249 0.00135014   0.609101	-0.1 0.15  0.2	 0.000116 -0.790036  0.001925  -2.18984  0.003393   1.38192  0.001647
0.0160978	  0.282758 0.00153969   0.608589	-0.1 0.15  0.2	 0.000141 -0.790727  0.002198  -2.19105  0.003855   1.37999  0.001851
0.0170978	  0.282238 0.00173988   0.608048	-0.1 0.15  0.2	 0.000168 -0.791465  0.002488  -2.19233   0.00434   1.37795  0.002063
0.0180978	   0.28169 0.00195081   0.607476	-0.1 0.15  0.2	 0.000199 -0.792249  0.002794   -2.1937  0.004848   1.37582  0.002282
0.0190978	  0.281114 0.00217214   0.606877	-0.1 0.15  0.2	 0.000233 -0.793078  0.003116  -2.19514  0.005379   1.37359  0.002507
0.0200978	   0.28051 0.00240391    0.60625	-0.1 0.15  0.2	 0.000271 -0.793952  0.003454  -2.19665  0.005932   1.37128  0.002737
0.0210978	   0.27988 0.00264505   0.605596	-0.1 0.15  0.2	 0.000312 -0.794871  0.003807  -2.19824  0.006505   1.36888  0.002972
0.0220978	  0.279224 0.00289621   0.604916	-0.1 0.15  0.2	 0.000358 -0.795833  0.004175   -2.1999  0.007099    1.3664  0.003211
0.0230978	  0.278542 0.00315697   0.604211	-0.1 0.15  0.2	 0.000407 -0.796839  0.004559  -2.20164  0.007713   1.36384  0.003455
0.0240978	 0.277835 0.0034267   0.60348	-0.1 0.15  0.2	 0.000461 -0.797887  0.004957  -2.20344  0.008345    1.3612  0.003702
0.0250978	 0.277103 0.0037052  0.602726	-0.1 0.15  0.2	 0.000519 -0.798978  0.005369  -2.20532  0.008996   1.35849  0.003953
0.0260978	  0.276348 0.00399311   0.601947	-0.1 0.15  0.2	0.000582 -0.80011 0.005797 -2.20727 0.009664   1.3557 0.004206
0.0270978	  0.275568 0.00428917   0.601146	-0.1 0.15  0.2	  0.00065 -0.801283  0.006238  -2.20928  0.010349   1.35285  0.004461
0.0280978	  0.274766 0.00459341   0.600322	-0.1 0.15  0.2	 0.000722 -0.802497  0.006693  -2.21136  0.011051   1.34994  0.004719
0.0290978	0.273941 0.004906 0.599476	-0.1 0.15  0.2	0.000799 -0.80375 0.007162 -2.21351  0.01177  1.34696 0.004978
0.0300978	 0.273093 0.0052264   0.59861	-0.1 0.15  0.2	 0.000882 -0.805043  0.007644  -2.21572  0.012504   1.34391  0.005239
0.0310978	  0.272224 0.00555436   0.597722	-0.1 0.15  0.2	 0.000969 -0.806374   0.00814    -2.218  0.013253   1.34081  0.005501
0.0322602	  0.272224 0.00555436   0.597722	-0.1 0.15  0.2	 0.000969 -0.806374   0.00814    -2.218  0.013253   1.34081  0.005501
0.0332602	  0.271334 0.00588977   0.596814	-0.1 0.15  0.2	 0.001062 -0.807742  0.008649  -2.22033  0.014016   1.33766  0.005763
0.0342602	  0.270424 0.00623306   0.595888	-0.1 0.15  0.2	 0.001161 -0.809148  0.009172  -2.22273  0.014794   1.33445  0.006027
0.0352602	  0.269492 0.00658278   0.594941	-0.1 0.15  0.2	 0.001265 -0.810591  0.009707   -2.2252  0.015585   1.33119   0.00629
0.0362603	   0.26854 0.00693979   0.593977	-0.1 0.15  0.2	 0.001375 -0.812071  0.010255  -2.22772  0.016391   1.32787  0.006554
0.0372603	  0.267569 0.00730338   0.592994	-0.1 0.15  0.2	  0.00149 -0.813586  0.010816   -2.2303   0.01721   1.32451  0.006818
0.0382603	  0.266578 0.00767317   0.591994	-0.1 0.15  0.2	 0.001611 -0.815136  0.011389  -2.23294  0.018041   1.32111  0.007081
0.0392602	  0.265568 0.00804986   0.590976	-0.1 0.15  0.2	0.001739 -0.81672 0.011975 -2.23564 0.018885  1.31766 0.007344
0.0402602	   0.26454 0.00843226   0.589942	-0.1 0.15  0.2	 0.001872 -0.818338  0.012573  -2.23839  0.019741   1.31416  0.007607
0.0412602	  0.263495 0.00882098   0.588892	-0.1 0.15  0.2	 0.002012 -0.819988  0.013184   -2.2412  0.020608   1.31063  0.007868
0.0422602	  0.262431 0.00921508   0.587827	-0.1 0.15  0.2	 0.002158 -0.821671  0.013806  -2.24406  0.021487   1.30705  0.008128
0.0432603	 0.261351 0.0096149  0.586746	-0.1 0.15  0.2	 0.002311 -0.823385   0.01444  -2.24698  0.022377   1.30344  0.008386
0.0442603	 0.260255 0.0100199  0.585652	-0.1 0.15  0.2	 0.00247 -0.82513 0.015086 -2.24994 0.023277   1.2998 0.008644
0.0452603	 0.259142 0.0104304  0.584543	-0.1 0.15  0.2	 0.002636 -0.826905  0.015744  -2.25296  0.024188   1.29613  0.008899
0.0462603	 0.258013 0.0108453  0.583421	-0.1 0.15  0.2	0.002808 -0.82871 0.016413 -2.25603 0.025108  1.29242 0.009153
0.0472602	 0.256869 0.0112655  0.582286	-0.1 0.15  0.2	 0.002988 -0.830543  0.017094  -2.25915  0.026038   1.28868  0.009404
0.0482602	  0.25571 0.0116901  0.581137	-0.1 0.15  0.2	 0.003174 -0.832404  0.017786  -2.26231  0.026978   1.28492  0.009654
0.0492602	 0.254537 0.0121193  0.579977	-0.1 0.15  0.2	 0.003368 -0.834292  0.018489  -2.26552  0.027927   1.28113  0.009901
