0.00138517	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.00238517	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.00338517	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.00438517	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.00538517	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.00638517	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.00738517	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.00838517	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.00976296	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.010763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.011763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.012763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.013763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.014763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.015763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.016763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.017763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.018763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.019763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.020763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.021763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.022763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.023763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.024763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.025763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.026763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.027763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.028763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.029763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.030763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.031763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.032763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.033763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.034763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.035763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.036763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.037763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.038763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.039763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.040763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.041763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.042763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.043763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.044763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.045763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.046763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.047763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.048763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.049763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.050763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.051763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.052763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.053763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.054763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.055763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.056763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.057763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.058763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.059763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.060763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.061763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.062763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.063763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.064763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.065763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.066763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.067763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.068763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.069763	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.0709217	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.0719217	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.0729217	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.0739217	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.0749217	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.0759217	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.0776626	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.0793267	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.0803267	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.0813267	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.0823267	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.0833267	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.0843267	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.0853267	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.0863267	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.0873267	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.0883267	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.0893267	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.0903267	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.0913267	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.0923267	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.0933267	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.0944273	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.0954273	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.0964273	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.0974273	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.0984272	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.0994272	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.100427	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.101427	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.102427	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.103427	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.104427	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.105427	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.106427	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.107427	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.108427	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.109427	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.110427	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.111427	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.112427	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.113427	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.114427	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.115427	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.116427	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.117427	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.118427	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.119427	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.120427	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.121427	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.122427	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.123427	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.124427	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.125427	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.126443	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.127443	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.128443	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.129443	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.130443	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.131443	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.132443	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.133443	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.134443	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.135443	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.136443	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.137443	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.138443	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.139443	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.140443	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.141443	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.142444	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.143444	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.144444	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.145444	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.146444	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.147444	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.148444	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.149444	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.150444	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.151444	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.152444	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.153444	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.154444	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.155444	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.156444	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.157443	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.158443	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.15993	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.16093	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.16193	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.16293	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.16393	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.16493	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.16593	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.16693	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.16793	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.16893	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.16993	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.17093	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.17193	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.17293	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.17393	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.17493	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.17593	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.17693	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.17793	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.17893	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.17993	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.18093	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.18193	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.18293	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
0.18393	-0.0196925  -0.303039  -0.445452	0.6 0.3 0.5	 0.0225252   0.972989 -0.0704376
